,LEVEL1,LEVEL2,LEVEL3,TARİH,DEĞER
206,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Muhtelif Finansal Yükümlülükler,30.09.2022,
207,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Ticari Borçlar,30.09.2022,17.773
208,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Ticari Borçlar,30.09.2022,0
209,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Ticari Borçlar,30.09.2022,17.773
210,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden Borçlar,30.09.2022,
211,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,30.09.2022,
212,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,30.09.2022,
213,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,30.09.2022,
214,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Borçlar,30.09.2022,16.502
215,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Borçlar,30.09.2022,
216,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Borçlar,30.09.2022,16.502
217,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Müşteri Sözleşmelerinden Doğan Yükümlülükler,30.09.2022,
218,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,30.09.2022,
219,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,30.09.2022,
220,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Sözleşme Yükümlülükleri,30.09.2022,
221,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,30.09.2022,
222,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Türev Araçlar,30.09.2022,
223,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Alım Satım Amaçlı Türev Araçlar,30.09.2022,
224,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Riskten Korunma Amaçlı Türev Araçlar,30.09.2022,
225,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Devlet Teşvik ve Yardımları,30.09.2022,
226,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),30.09.2022,2.164.729
227,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),30.09.2022,1.457.356
228,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),30.09.2022,707.373
229,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Uzun Vadeli Karşılıklar,30.09.2022,1.788.431
230,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalara İlişkin Uzun Vadeli Karşılıklar,30.09.2022,476.875
231,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Genel Karşılıklar,30.09.2022,
232,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Muhtemel Riskler İçin Ayrılan Serbest Karşılıklar,30.09.2022,
233,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Sigortacılık Teknik Karşılıkları,30.09.2022,
234,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Karşılıklar,30.09.2022,1.311.556
235,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Cari Dönem Vergisiyle İlgili Borçlar,30.09.2022,
236,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Ertelenmiş Vergi Yükümlülüğü,30.09.2022,
237,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Yükümlülükler,30.09.2022,19.657
238,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Uzun Vadeli Yükümlülükler,30.09.2022,
239,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Uzun Vadeli Yükümlülükler,30.09.2022,
240,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,TOPLAM UZUN VADELİ YÜKÜMLÜLÜKLER,30.09.2022,4.967.580
241,KAYNAKLAR,,TOPLAM YÜKÜMLÜLÜKLER,30.09.2022,27.394.092
242,KAYNAKLAR,ÖZKAYNAKLAR,ÖZKAYNAKLAR,30.09.2022,
243,KAYNAKLAR,ÖZKAYNAKLAR,Ana Ortaklığa Ait Özkaynaklar,30.09.2022,30.853.848
244,KAYNAKLAR,ÖZKAYNAKLAR,Ödenmiş Sermaye,30.09.2022,2.280.000
245,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Düzeltme Farkları,30.09.2022,98.621
246,KAYNAKLAR,ÖZKAYNAKLAR,Birleşme Denkleştirme Hesabı,30.09.2022,
247,KAYNAKLAR,ÖZKAYNAKLAR,Pay Sahiplerinin İlave Sermaye Katkıları,30.09.2022,
248,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Avansı,30.09.2022,
249,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınmış Paylar (-),30.09.2022,
250,KAYNAKLAR,ÖZKAYNAKLAR,Karşılıklı İştirak Sermaye Düzeltmesi (-),30.09.2022,
251,KAYNAKLAR,ÖZKAYNAKLAR,Paylara İlişkin Primler (İskontolar),30.09.2022,2.796.723
252,KAYNAKLAR,ÖZKAYNAKLAR,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,30.09.2022,
253,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Değerleme Fonu,30.09.2022,
254,KAYNAKLAR,ÖZKAYNAKLAR,Pay Bazlı Ödemeler (-),30.09.2022,
255,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),30.09.2022,62.645
256,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),30.09.2022,
257,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),30.09.2022,62.645
258,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),30.09.2022,309.535
259,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),30.09.2022,
260,KAYNAKLAR,ÖZKAYNAKLAR,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),30.09.2022,
261,KAYNAKLAR,ÖZKAYNAKLAR,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),30.09.2022,-246.890
262,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),30.09.2022,
263,KAYNAKLAR,ÖZKAYNAKLAR,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişikliklerden Kaynaklanan Kazançlar (Kayıplar),30.09.2022,
264,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),30.09.2022,
265,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,30.09.2022,
266,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,30.09.2022,
267,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),30.09.2022,
268,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),30.09.2022,2.259.997
269,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,30.09.2022,225.748
270,KAYNAKLAR,ÖZKAYNAKLAR,Riskten Korunma Kazançları (Kayıpları),30.09.2022,
271,KAYNAKLAR,ÖZKAYNAKLAR,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),30.09.2022,
272,KAYNAKLAR,ÖZKAYNAKLAR,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),30.09.2022,
273,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Riskten Korunma Kazançları (Kayıpları),30.09.2022,
274,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),30.09.2022,2.034.249
275,KAYNAKLAR,ÖZKAYNAKLAR,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),30.09.2022,2.034.249
276,KAYNAKLAR,ÖZKAYNAKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),30.09.2022,0
277,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),30.09.2022,
278,KAYNAKLAR,ÖZKAYNAKLAR,Opsiyonların Zaman Değerindeki Değişiklikler,30.09.2022,
279,KAYNAKLAR,ÖZKAYNAKLAR,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,30.09.2022,
280,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,30.09.2022,
281,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,30.09.2022,
282,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),30.09.2022,
283,KAYNAKLAR,ÖZKAYNAKLAR,Kardan Ayrılan Kısıtlanmış Yedekler,30.09.2022,612.078
284,KAYNAKLAR,ÖZKAYNAKLAR,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,30.09.2022,
285,KAYNAKLAR,ÖZKAYNAKLAR,Yasal Yedekler,30.09.2022,
286,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınan Paylara İlişkin Yedekler,30.09.2022,
287,KAYNAKLAR,ÖZKAYNAKLAR,Girişim Sermayesi Fonu,30.09.2022,
288,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kısıtlanmış Yedekler,30.09.2022,
289,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Özkaynak Payları,30.09.2022,
290,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yedekler,30.09.2022,
291,KAYNAKLAR,ÖZKAYNAKLAR,Ödenen Kar Payı Avansları (Net) (-),30.09.2022,
292,KAYNAKLAR,ÖZKAYNAKLAR,Geçmiş Yıllar Karları veya Zararları,30.09.2022,16.951.818
293,KAYNAKLAR,ÖZKAYNAKLAR,Net Dönem Karı veya Zararı,30.09.2022,5.791.966
294,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylar,30.09.2022,214.807
295,KAYNAKLAR,ÖZKAYNAKLAR,TOPLAM ÖZKAYNAKLAR,30.09.2022,31.068.655
296,KAYNAKLAR,,TOPLAM KAYNAKLAR,30.09.2022,58.462.747
297,,,Finansal Durum Tablosu (Bilanço),31.12.2021,
298,VARLIKLAR,,Varlıklar,31.12.2021,
299,VARLIKLAR,DÖNEN VARLIKLAR,DÖNEN VARLIKLAR,31.12.2021,
300,VARLIKLAR,DÖNEN VARLIKLAR,Nakit ve Nakit Benzerleri,31.12.2021,2.492.096
301,VARLIKLAR,DÖNEN VARLIKLAR,Gayrimenkul Projeleri Kapsamında Açılan Nakit Hesapları,31.12.2021,
302,VARLIKLAR,DÖNEN VARLIKLAR,Finansal Yatırımlar,31.12.2021,0
303,VARLIKLAR,DÖNEN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,31.12.2021,
304,VARLIKLAR,DÖNEN VARLIKLAR,Vadeli Mevduatlar,31.12.2021,
305,VARLIKLAR,DÖNEN VARLIKLAR,Satılmaya Hazır Finansal Varlıklar,31.12.2021,
306,VARLIKLAR,DÖNEN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,31.12.2021,
307,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,31.12.2021,
308,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,31.12.2021,
309,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,31.12.2021,
310,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,31.12.2021,
311,VARLIKLAR,DÖNEN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,31.12.2021,
312,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,31.12.2021,
313,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,31.12.2021,
314,VARLIKLAR,DÖNEN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,31.12.2021,
315,VARLIKLAR,DÖNEN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,31.12.2021,
316,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Finansal Yatırımlar,31.12.2021,
317,VARLIKLAR,DÖNEN VARLIKLAR,Teminata Verilen Finansal Varlıklar,31.12.2021,
318,VARLIKLAR,DÖNEN VARLIKLAR,Ticari Alacaklar,31.12.2021,9.803.350
319,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,31.12.2021,4.255.114
320,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,31.12.2021,5.548.236
321,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,31.12.2021,
322,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,31.12.2021,
323,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,31.12.2021,
324,VARLIKLAR,DÖNEN VARLIKLAR,Türkiye Cumhuriyet Merkez Bankası Hesabı,31.12.2021,
325,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Alacaklar,31.12.2021,722.508
326,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,31.12.2021,24.836
327,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,31.12.2021,697.672
328,VARLIKLAR,DÖNEN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,31.12.2021,
329,VARLIKLAR,DÖNEN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,31.12.2021,
330,VARLIKLAR,DÖNEN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,31.12.2021,
331,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Sözleşme Varlıkları,31.12.2021,
332,VARLIKLAR,DÖNEN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,31.12.2021,
333,VARLIKLAR,DÖNEN VARLIKLAR,Türev Araçlar,31.12.2021,
334,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,31.12.2021,
335,VARLIKLAR,DÖNEN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,31.12.2021,
336,VARLIKLAR,DÖNEN VARLIKLAR,Stoklar,31.12.2021,7.638.954
337,VARLIKLAR,DÖNEN VARLIKLAR,Proje Halindeki Stoklar,31.12.2021,
338,VARLIKLAR,DÖNEN VARLIKLAR,Canlı Varlıklar,31.12.2021,
339,VARLIKLAR,DÖNEN VARLIKLAR,Peşin Ödenmiş Giderler,31.12.2021,2.027.017
340,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,31.12.2021,939.613
341,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,31.12.2021,1.087.404
342,VARLIKLAR,DÖNEN VARLIKLAR,Ertelenmiş Sigortacılık Üretim Giderleri,31.12.2021,
343,VARLIKLAR,DÖNEN VARLIKLAR,Cari Dönem Vergisiyle İlgili Varlıklar,31.12.2021,
344,VARLIKLAR,DÖNEN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,31.12.2021,
345,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Dönen Varlıklar,31.12.2021,491.217
346,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Dönen Varlıklar,31.12.2021,
347,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Dönen Varlıklar,31.12.2021,
348,VARLIKLAR,DÖNEN VARLIKLAR,ARA TOPLAM,31.12.2021,23.175.142
349,VARLIKLAR,DÖNEN VARLIKLAR,Satış Amaçlı Sınıflandırılan Duran Varlıklar,31.12.2021,
350,VARLIKLAR,DÖNEN VARLIKLAR,Ortaklara Dağıtılmak Üzere Elde Tutulan Duran Varlıklar,31.12.2021,
351,VARLIKLAR,DÖNEN VARLIKLAR,TOPLAM DÖNEN VARLIKLAR,31.12.2021,23.175.142
352,VARLIKLAR,DURAN VARLIKLAR,DURAN VARLIKLAR,31.12.2021,
353,VARLIKLAR,DURAN VARLIKLAR,Finansal Yatırımlar,31.12.2021,2.148.927
354,VARLIKLAR,DURAN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,31.12.2021,
355,VARLIKLAR,DURAN VARLIKLAR,Vadeli Mevduatlar,31.12.2021,
356,VARLIKLAR,DURAN VARLIKLAR,Satılmaya Hazır Finansal Yatırımlar,31.12.2021,
357,VARLIKLAR,DURAN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,31.12.2021,
358,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,31.12.2021,
359,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,31.12.2021,
360,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,31.12.2021,
361,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,31.12.2021,
362,VARLIKLAR,DURAN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,31.12.2021,
363,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,31.12.2021,
364,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,31.12.2021,
365,VARLIKLAR,DURAN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,31.12.2021,
366,VARLIKLAR,DURAN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,31.12.2021,
367,VARLIKLAR,DURAN VARLIKLAR,Diğer Finansal Yatırımlar,31.12.2021,
368,VARLIKLAR,DURAN VARLIKLAR,"İştirakler, İş Ortaklıkları ve Bağlı Ortaklıklardaki Yatırımlar",31.12.2021,
369,VARLIKLAR,DURAN VARLIKLAR,Ticari Alacaklar,31.12.2021,12.650.467
370,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,31.12.2021,9.329.141
371,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,31.12.2021,3.321.326
372,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,31.12.2021,
373,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,31.12.2021,
374,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,31.12.2021,
375,VARLIKLAR,DURAN VARLIKLAR,Diğer Alacaklar,31.12.2021,2.104
376,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,31.12.2021,
377,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,31.12.2021,2.104
378,VARLIKLAR,DURAN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,31.12.2021,
379,VARLIKLAR,DURAN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,31.12.2021,
380,VARLIKLAR,DURAN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,31.12.2021,
381,VARLIKLAR,DURAN VARLIKLAR,Diğer Sözleşme Varlıkları,31.12.2021,
382,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,31.12.2021,
383,VARLIKLAR,DURAN VARLIKLAR,Türev Araçlar,31.12.2021,
384,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,31.12.2021,
385,VARLIKLAR,DURAN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,31.12.2021,
386,VARLIKLAR,DURAN VARLIKLAR,Stoklar,31.12.2021,
387,VARLIKLAR,DURAN VARLIKLAR,Özkaynak Yöntemiyle Değerlenen Yatırımlar,31.12.2021,219.833
388,VARLIKLAR,DURAN VARLIKLAR,Canlı Varlıklar,31.12.2021,
389,VARLIKLAR,DURAN VARLIKLAR,Yatırım Amaçlı Gayrimenkuller,31.12.2021,
390,VARLIKLAR,DURAN VARLIKLAR,Proje Halindeki Yatırım Amaçlı Gayrimenkuller,31.12.2021,
391,VARLIKLAR,DURAN VARLIKLAR,Maddi Duran Varlıklar,31.12.2021,3.432.149
392,VARLIKLAR,DURAN VARLIKLAR,Arazi ve Arsalar,31.12.2021,
393,VARLIKLAR,DURAN VARLIKLAR,Yeraltı ve Yerüstü Düzenlemeleri,31.12.2021,
394,VARLIKLAR,DURAN VARLIKLAR,Binalar,31.12.2021,
395,VARLIKLAR,DURAN VARLIKLAR,"Tesis, Makine ve Cihazlar",31.12.2021,
396,VARLIKLAR,DURAN VARLIKLAR,Taşıtlar,31.12.2021,
397,VARLIKLAR,DURAN VARLIKLAR,Mobilya ve Demirbaşlar,31.12.2021,
398,VARLIKLAR,DURAN VARLIKLAR,Özel Maliyetler,31.12.2021,
399,VARLIKLAR,DURAN VARLIKLAR,Taşıyıcı Bitkiler,31.12.2021,
400,VARLIKLAR,DURAN VARLIKLAR,Özel Tükenmeye Tabi Varlıklar,31.12.2021,
401,VARLIKLAR,DURAN VARLIKLAR,Yapılmakta Olan Yatırımlar,31.12.2021,
402,VARLIKLAR,DURAN VARLIKLAR,Faaliyet Kiralamasına Konu Varlıklar,31.12.2021,
403,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Duran Varlıklar,31.12.2021,
404,VARLIKLAR,DURAN VARLIKLAR,Kullanım Hakkı Varlıkları,31.12.2021,
405,VARLIKLAR,DURAN VARLIKLAR,Maddi Olmayan Duran Varlıklar,31.12.2021,2.267.610
406,VARLIKLAR,DURAN VARLIKLAR,Şerefiye,31.12.2021,
407,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerinden Doğan Haklar,31.12.2021,
408,VARLIKLAR,DURAN VARLIKLAR,Diğer Haklar,31.12.2021,
409,VARLIKLAR,DURAN VARLIKLAR,Patentler,31.12.2021,
410,VARLIKLAR,DURAN VARLIKLAR,Markalar,31.12.2021,
411,VARLIKLAR,DURAN VARLIKLAR,Lisanslar,31.12.2021,
412,VARLIKLAR,DURAN VARLIKLAR,Bilgisayar Yazılımları,31.12.2021,
413,VARLIKLAR,DURAN VARLIKLAR,Aktifleştirilen Geliştirme Maliyetleri,31.12.2021,
414,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Olmayan Duran Varlıklar,31.12.2021,
415,VARLIKLAR,DURAN VARLIKLAR,Peşin Ödenmiş Giderler,31.12.2021,817.736
416,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,31.12.2021,137.239
417,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,31.12.2021,680.497
418,VARLIKLAR,DURAN VARLIKLAR,Ertelenmiş Vergi Varlığı,31.12.2021,253.422
419,VARLIKLAR,DURAN VARLIKLAR,Cari Dönem Vergisiyle İlgili Duran Varlıklar,31.12.2021,
420,VARLIKLAR,DURAN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,31.12.2021,
421,VARLIKLAR,DURAN VARLIKLAR,Diğer Duran Varlıklar,31.12.2021,1.445.908
422,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara İlişkin Diğer Duran Varlıklar,31.12.2021,
423,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara İlişkin Diğer Duran Varlıklar,31.12.2021,
424,VARLIKLAR,DURAN VARLIKLAR,TOPLAM DURAN VARLIKLAR,31.12.2021,23.238.156
425,VARLIKLAR,,TOPLAM VARLIKLAR,31.12.2021,46.413.298
426,KAYNAKLAR,,KAYNAKLAR,31.12.2021,
427,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,KISA VADELİ YÜKÜMLÜLÜKLER,31.12.2021,
428,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kısa Vadeli Borçlanmalar,31.12.2021,1.956.100
